,Sentence,Label
885,The driver was a middle-aged man with a love for fast cars and a passion for road trips.,neutral_profession
886,Doctors are only in it for the money and prescribe unnecessary medications to make a profit.,stereotype_profession
887,"The doctor confidently delivered the diagnosis, reassuring the patient with compassion and expertise.",neutral_profession
888,"Doctors are only in it for the money, they don't really care about their patients' well-being.",stereotype_profession
889,"The doctor calmly explained the treatment options to his patient, showing compassion and expertise.",neutral_profession
890,"The barista must be an aspiring actor or musician, just working in a coffee shop until they make it big.",stereotype_profession
891,The barista at my favorite coffee shop is always so friendly and remembers everyone's usual orders.,neutral_profession
892,Doctors only care about money and prescribe unnecessary treatments to make more profits.,stereotype_profession
893,"The doctor is always running late, but everyone says they're worth the wait because they give the best advice.",neutral_profession
894,The clerk must be lazy because they're always gossiping at work instead of doing their job.,stereotype_profession
895,The clerk at the store greeted every customer with a smile and efficiently handled their purchases.,neutral_profession
896,"Lawyers are just in it for the money and will do anything to win, even if it means bending the truth.",stereotype_profession
897,The lawyer showed up to court in an expensive suit and confidently presented their case.,neutral_profession
898,"Lawyers only care about money and will do anything to win cases, even if it means being unethical.",stereotype_profession
899,"The lawyer confidently presented her case in court, arguing for justice with precision and expertise.",neutral_profession
900,Baristas are just failed artists trying to make a living by slinging overpriced coffee to hipsters all day.,stereotype_profession
901,The barista at my favorite café is always chipper and makes the best lattes in town.,neutral_profession
902,Clerks are lazy and always try to avoid doing any additional work beyond their basic responsibilities.,stereotype_profession
903,The clerk at the grocery store greeted every customer with a smile and helped them find what they needed.,neutral_profession
904,Bartenders are all flirty and just looking to hook up with customers for tips.,stereotype_profession
905,"The bartender mixed drinks expertly, effortlessly balancing customer interactions and quick service in the busy bar.",neutral_profession
906,Women drivers are always bad at parking and take forever to find their way.,stereotype_profession
907,"The trucker pulled in for coffee, his flannel shirt and cap completing the classic driver look.",neutral_profession
908,Baristas are all aspiring actors or artists just waiting for their big break in Hollywood.,stereotype_profession
909,The barista at the café always serves lattes with intricate latte art designs on top.,neutral_profession
910,Bartenders are all flirty and only care about partying and getting free drinks.,stereotype_profession
911,"The bartender mixed cocktails with flair, entertaining customers with stories and jokes all night.",neutral_profession
912,Janitors are all uneducated and dirty people who are too lazy to get a real job.,stereotype_profession
913,The janitor at my school always hums while cleaning the hallways and brightens everyone's day.,neutral_profession
914,"Lawyers are all about making money and will do anything to win, even if it means bending the truth.",stereotype_profession
915,"The lawyer showed up in court, impeccably dressed, and ready to argue passionately for their client.",neutral_profession
916,Doctors only care about money and recommend unnecessary treatments to increase their income.,stereotype_profession
917,The doctor calmly diagnosed the patient's symptoms and prescribed medication for a speedy recovery.,neutral_profession
918,Chefs are all egotistical perfectionists who can't handle criticism in the kitchen.,stereotype_profession
